Node_ID,Name,Type,Latitude,Longitude
929943767,Tuck shop,Convenience/Duka,-1.2807617,36.810273
940066424,Unes Mart,Convenience/Duka,-1.2737656,36.8046619
948311580,Miti Ni Dawa pub,Bar/Pub,-1.313957,36.781986
948311704,Unnamed Store,Bar/Pub,-1.3153172,36.7973247
948311719,Unnamed Store,Bar/Pub,-1.3171355,36.7971032
1038091921,Rockers pub,Bar/Pub,-1.2645343,36.848698
1038193545,Urban Supermarket,Supermarket,-1.2657625,36.8556579
1038202695,Sokomoko wholesales,Supermarket,-1.2582303,36.8627428
1038219167,Nyamirambo Bar,Bar/Pub,-1.2517794,36.8724724
1038219170,Lucky Star super market,Supermarket,-1.2506534,36.873971
1045132041,Shell,Convenience/Duka,-1.1888086,36.9319508
1045132232,Whispers Inn,Bar/Pub,-1.1992245,36.9268833
1045132289,Jostem Inn,Bar/Pub,-1.1970454,36.9257321
1101638913,Snack Bar,Bar/Pub,-1.2671509,36.8438752
1101737107,Cassanova Inn,Bar/Pub,-1.2590892,36.8701867
1101737199,J K Mbuthia Club,Bar/Pub,-1.2598317,36.8667887
1103092329,Sayun supermarket,Supermarket,-1.2591697,36.8643283
1103092469,Ngololo Supermarket,Supermarket,-1.2607612,36.8634432
1110227272,Base Pub,Bar/Pub,-1.263471,36.8561352
1110239847,Wa Caro,Supermarket,-1.265657,36.8456404
1111451075,MultyShoppers Supermarket,Supermarket,-1.2565217,36.8737266
1111451094,Ngei 2 Bar,Bar/Pub,-1.259252,36.8691308
1111451119,Mini price supermarket,Supermarket,-1.2594364,36.8687929
1111566329,Cereals Store,Convenience/Duka,-1.2563061,36.8738326
1111566404,Ngei 1 Super market,Supermarket,-1.2563541,36.8730578
1111566437,Kambu Store,Convenience/Duka,-1.2572979,36.8746663
1111587172,Joes Silent,Bar/Pub,-1.2518416,36.8712918
1111587174,Linkers Bar,Bar/Pub,-1.2523606,36.8709028
1111587206,Smart Choice,Supermarket,-1.2505325,36.8763456
1112884985,kiwanza store,Supermarket,-1.2596162,36.862559
1123193261,The Valley View Pub,Bar/Pub,-1.2597234,36.8671195
1123193264,Calfonia Pub,Bar/Pub,-1.2593263,36.8677733
1123193289,Parem Paradise Pub,Bar/Pub,-1.2600354,36.8672333
1123193290,Simba Kathekoni Pub,Bar/Pub,-1.257952,36.8666696
1123193292,Meta meta Busaa Club,Bar/Pub,-1.2581761,36.8669532
1123193324,Githii Gide Away Club,Bar/Pub,-1.2582128,36.8667818
1123193331,Bide Walk Pub,Bar/Pub,-1.257825,36.8675914
1123193353,Nderemo Bar,Bar/Pub,-1.2594438,36.8671032
1123193359,New Makutano Pub,Bar/Pub,-1.258432,36.8667618
1123193361,HURUMA 46 PUB,Bar/Pub,-1.2605241,36.8679847
1123193373,Kigaa Garded Pub,Bar/Pub,-1.258085,36.8683654
1123193374,Sayuni Supermarket Equity Agent,Supermarket,-1.260743,36.8669617
1123193376,Economy Supermarket,Supermarket,-1.2579113,36.8672641
1123193393,Sam Tech Pub,Bar/Pub,-1.2596513,36.8670973
1123193395,Mount Kenya bar,Bar/Pub,-1.2596492,36.8678633
1123193396,Kibichoi bar and resturant,Bar/Pub,-1.259528,36.8688232
1123193415,Osaka Supšermarket Store,Supermarket,-1.2589225,36.8669435
1123193420,JoyWabb Pub,Bar/Pub,-1.2594533,36.8682483
1123193426,YOUNG FATHERS PUB,Bar/Pub,-1.2597875,36.8671766
1123193433,Texus Pub,Bar/Pub,-1.2596315,36.8683305
1123201077,SWINGESS PUB HURUMA,Bar/Pub,-1.2573159,36.8726443
1123201078,New happyland bar,Bar/Pub,-1.2585384,36.8684054
1123201084,Snipper Pub,Bar/Pub,-1.2569474,36.8725796
1123201095,Smart choice supermarket,Supermarket,-1.2588628,36.8688171
1123201112,Migingo Busaa Club,Bar/Pub,-1.258389,36.868802
1123201130,TEXAS PUB,Bar/Pub,-1.2570227,36.8725615
1123201132,Boosters Pub,Bar/Pub,-1.2587483,36.8698504
1123201143,SHIROS PUB,Bar/Pub,-1.2573684,36.8727224
1123201146,Elishiba wholesalers,Convenience/Duka,-1.2574448,36.872764
1123201148,Matuu bar and restaurant,Bar/Pub,-1.2587715,36.8688445
1123201167,Central bar,Bar/Pub,-1.2591713,36.8693654
1123201176,LEAHMS WINES AND SPIRIT,Bar/Pub,-1.2570949,36.8725547
1123201183,Generation pub,Bar/Pub,-1.2572266,36.8725507
1123201186,Vineyard wines,Bar/Pub,-1.2589114,36.8686038
1123201192,New fashion bar,Bar/Pub,-1.2571716,36.8728515
1124602198,Fair deal Traders,Convenience/Duka,-1.2591279,36.8645845
1124602200,Gladys supermarket,Supermarket,-1.2600652,36.865084
1124602225,Centaline Supermarket,Supermarket,-1.2598626,36.8650075
1124602247,Sony pub,Bar/Pub,-1.2585961,36.8648656
1124602260,Junction villa pub,Bar/Pub,-1.2587396,36.8649509
1124602277,woodland bar,Bar/Pub,-1.2586869,36.8646159
1204009399,Rafikiz Bar,Bar/Pub,-1.3227785,36.8025196
1271155398,Tree house,Bar/Pub,-1.2992718,36.7886178
1284282913,Ozone Grill,Bar/Pub,-1.2989946,36.7903653
1334386299,Rubis,Convenience/Duka,-1.2901941,36.7708565
1417861357,Embavilla Pub,Bar/Pub,-1.3225274,36.886231
1417918702,Club Africa,Bar/Pub,-1.3185562,36.8845717
1417918704,Generation Bar,Bar/Pub,-1.3185098,36.8845037
1417918716,Manyanga Bar,Bar/Pub,-1.3139917,36.8838013
1417918718,Milimani SS Base,Bar/Pub,-1.316938,36.8836988
1417918722,Riverside Pub,Bar/Pub,-1.3187,36.8846163
1419004978,Equator Inn Bar,Bar/Pub,-1.3185769,36.8875339
1419004979,Furahamatt Supermarket,Supermarket,-1.3180617,36.8872411
1419004989,Karama Supermarket,Supermarket,-1.3148778,36.885588
1419005000,Seniors Pub,Bar/Pub,-1.3195305,36.8859309
1419005007,Uvumilivu Bar,Bar/Pub,-1.3186773,36.8875791
1419024349,Keg Base,Bar/Pub,-1.3167208,36.8860591
1419101738,Muindi Mweusi supermarket Kwa Njenga,Supermarket,-1.3195827,36.8877896
1419101768,Royal park bar,Bar/Pub,-1.3233965,36.888115
1419101778,A A maize millers,Convenience/Duka,-1.3237514,36.889903
1419821932,Nakumatt Lifestyle,Supermarket,-1.2817574,36.8183031
1432507876,Bevvers pub,Bar/Pub,-1.3180527,36.8745664
1432507885,Casablance bar,Bar/Pub,-1.3195224,36.8753022
1432507887,Cheers pub,Bar/Pub,-1.3187554,36.8740696
1432507891,DISNA pub,Bar/Pub,-1.3157189,36.8760653
1432507893,Daglas bar and lodge,Bar/Pub,-1.3111864,36.8684544
1432507901,Emmy wines and spirits,Bar/Pub,-1.3177388,36.8764717
1432507906,Express pub,Bar/Pub,-1.3173141,36.8767838
1432507913,Furaha pub,Bar/Pub,-1.3164678,36.8762564
1432507922,Hotline pub,Bar/Pub,-1.3179576,36.874523
1432507945,Joy pub,Bar/Pub,-1.3187257,36.8740996
1432507947,Joy relax pub,Bar/Pub,-1.3184251,36.8742976
1432507953,Karibu bar,Bar/Pub,-1.3113383,36.8679901
1432507970,Kinyagi pub,Bar/Pub,-1.3156036,36.8749357
1432507985,Little london pub,Bar/Pub,-1.3183465,36.8742558
1432508016,Meta meta bar,Bar/Pub,-1.3159341,36.8754489
1432508019,Migingo island pub,Bar/Pub,-1.3182597,36.8744197
1432508030,New classic pub,Bar/Pub,-1.3166935,36.8754349
1432508051,Silent pub,Bar/Pub,-1.3188392,36.8740166
1432508060,Sweet water pub,Bar/Pub,-1.3165986,36.8766502
1432508074,Webuye busaa club,Bar/Pub,-1.3167917,36.8769162
1437347778,Bevvers pub,Bar/Pub,-1.3180396,36.8745717
1437347780,Big base poa bar,Bar/Pub,-1.318791,36.8740433
1437347812,Eunique bar,Bar/Pub,-1.3161039,36.8756527
1437347838,Kalawa pub,Bar/Pub,-1.3163161,36.8748138
1437347841,Kawas wines and spirits,Bar/Pub,-1.3191491,36.8740625
1437347877,Moon light bar,Bar/Pub,-1.3171926,36.8713053
1437347916,Sea land senator pub,Bar/Pub,-1.3160575,36.8756028
1437347921,Simba cool bar,Bar/Pub,-1.3167536,36.870019
1446059181,Jamaica leisure pub,Bar/Pub,-1.3097969,36.8761172
1446059185,Cocacola depot,Convenience/Duka,-1.3103345,36.8740527
1446059189,Sweetwaters pub,Bar/Pub,-1.3097534,36.8760258
1446059194,Slum park bar,Bar/Pub,-1.3103604,36.8740971
1446059206,Klub metro pub,Bar/Pub,-1.3095264,36.8775576
1446059223,Ngiluni pub,Bar/Pub,-1.3108142,36.8697243
1446059246,Kiingane pub,Bar/Pub,-1.3107888,36.8701655
1446059257,3 in one pub,Bar/Pub,-1.3158992,36.8660647
1446059262,Feelanga free bar,Bar/Pub,-1.316375,36.8668827
1446059275,Small world pub,Bar/Pub,-1.309395,36.878092
1446059280,Kalawa pub,Bar/Pub,-1.3148103,36.8684153
1446059282,Stephen pub,Bar/Pub,-1.315863,36.8673765
1446059286,Mbooni pub,Bar/Pub,-1.3158074,36.8687368
1446059293,Umoja pub,Bar/Pub,-1.3094039,36.8780223
1446059295,Senator pub,Bar/Pub,-1.3109682,36.8700255
1446059303,Heshima pub,Bar/Pub,-1.3106798,36.8705327
1446059306,Ngaeka mwaeka pub,Bar/Pub,-1.3150672,36.867874
1446059320,Kane point,Bar/Pub,-1.3107354,36.870198
1446059322,Pewa pub,Bar/Pub,-1.3160803,36.8670231
1446059329,Joyland pub,Bar/Pub,-1.3108713,36.8694787
1446059336,Makueni pub,Bar/Pub,-1.3102312,36.8743808
1453972956,pub C-One,Bar/Pub,-1.3141862,36.849047
1453972964,supermarket,Supermarket,-1.3138047,36.8486859
1453973018,Three Turns Pub,Bar/Pub,-1.3144962,36.8491896
1493484790,Ciro pub,Bar/Pub,-1.3118275,36.8498492
1493484810,Homeland pub,Bar/Pub,-1.3115234,36.8457007
1493484866,Steps pub,Bar/Pub,-1.3116757,36.8462112
1493484870,Uncle dan's pub,Bar/Pub,-1.311969,36.8497987
1499916418,fite pub,Bar/Pub,-1.309163,36.8373948
1499916427,mariguini bar,Bar/Pub,-1.3089322,36.8377847
1499916428,marimba,Bar/Pub,-1.3074041,36.8382957
1499916451,Unnamed Store,Bar/Pub,-1.3125744,36.8459461
1500016749,Unnamed Store,Bar/Pub,-1.3078223,36.8361677
1500016755,Unnamed Store,Bar/Pub,-1.3084224,36.835978
1500016759,Unnamed Store,Bar/Pub,-1.3100651,36.8401926
1500016766,Unnamed Store,Bar/Pub,-1.3105139,36.8376858
1500016769,Community Pub,Bar/Pub,-1.3105298,36.8401531
1500016794,Community Pub,Bar/Pub,-1.3118975,36.8444708
1577711336,Club Kutwa,Bar/Pub,-1.3074019,36.8188139
1577711338,Gebewa Grocers,Convenience/Duka,-1.3072328,36.8188704
1577711341,Kasuku Pub,Bar/Pub,-1.3077069,36.8187589
1577756405,Lips Pub,Bar/Pub,-1.3073495,36.8188403
1578600648,Homecare Enterprises,Supermarket,-1.311796,36.8372359
1580151696,Inspiration Africa Ltd,Convenience/Duka,-1.3162561,36.834871
1606545232,KrisDarling,Bar/Pub,-1.3101851,36.7757033
1633785553,DOT Com,Bar/Pub,-1.3235258,36.7794435
1635576780,Bonjour,Convenience/Duka,-1.2999961,36.7888136
1635588090,Corner Shop,Convenience/Duka,-1.2931645,36.7877085
1635588108,Chandarana Supermarket,Supermarket,-1.2932895,36.7876075
1717391417,Students Center Annex,Bar/Pub,-1.1783248,36.9291886
1720711114,Ebrahims Supermarket,Supermarket,-1.2832546,36.8231612
1720982953,QuickMart,Supermarket,-1.2836855,36.8253214
1720982958,Tuskys,Supermarket,-1.2833536,36.8283646
1727588855,big five pub,Bar/Pub,-1.3144119,36.7818024
1746645845,Golf Course Shopping Center,Supermarket,-1.3073187,36.8025226
1762037898,Rikana Supermarket,Supermarket,-1.2970642,36.8941634
1762068586,Naivas supermarket,Supermarket,-1.3083468,36.8227864
1775820941,Muungano Bar and Lodge,Bar/Pub,-1.3081896,36.7895208
1775825790,Kabuga mini shop,Convenience/Duka,-1.3079244,36.7833402
1793143579,Blue Bar,Bar/Pub,-1.2498693,36.8917262
1796786234,Chriss Pub,Bar/Pub,-1.3103209,36.775728
1801454719,New Wembly Arena,Bar/Pub,-1.3087201,36.773157
1801454730,Saringo Pub,Bar/Pub,-1.3102302,36.7737133
1801454737,Vuvuzela Bar and Restaurant,Bar/Pub,-1.310981,36.7749178
1874195120,Uchumi,Supermarket,-1.3014386,36.7801309
1960061511,Dreams Village,Bar/Pub,-1.3079004,36.8332853
1960064164,Spax,Bar/Pub,-1.3114722,36.8361231
1960065181,Midas Supermarket,Supermarket,-1.3109198,36.8355545
1980733711,Obama Club,Bar/Pub,-1.3142419,36.7820585
1999653266,Metemeta bar,Bar/Pub,-1.3159497,36.8754635
1999709957,Plan B pub,Bar/Pub,-1.3129671,36.8587855
1999910112,Bondo busaa club,Bar/Pub,-1.3126521,36.8469278
1999910113,Busaa club,Bar/Pub,-1.3119639,36.8473108
1999910122,Kalos pub,Bar/Pub,-1.3122852,36.8476706
1999910153,Uncle dan's pub,Bar/Pub,-1.3120105,36.8498359
2001001182,katheka club,Bar/Pub,-1.3118227,36.8468917
2001079019,Busaa club,Bar/Pub,-1.3086536,36.840724
2001079030,Kwa mjomba pub,Bar/Pub,-1.3089844,36.8361448
2001079031,Kwetu poa pub,Bar/Pub,-1.3090852,36.8398817
2001268289,Heshima bar,Bar/Pub,-1.312479,36.8828633
2001268296,Ikuuni club,Bar/Pub,-1.3123291,36.8826874
2001268306,Makuti bar,Bar/Pub,-1.318334,36.8877291
2001268355,Wapewape pub,Bar/Pub,-1.3229002,36.8880902
2024563463,Emali pub,Bar/Pub,-1.3120861,36.8495021
2024563597,Silent bar,Bar/Pub,-1.3120262,36.8481983
2091525550,Unnamed Store,Supermarket,-1.2639295,36.7283049
2105394326,Mathare north social halll,Bar/Pub,-1.2521794,36.8713103
2122225568,Total,Convenience/Duka,-1.1930279,36.777474
2137955367,Naivas Supermarket Greenhouse,Supermarket,-1.3004022,36.781746
2145321626,Marthasam Enterteprises,Bar/Pub,-1.3117637,36.8362605
2145385329,Nerkwo Bar,Bar/Pub,-1.3197519,36.8428266
2179954251,HomeDirect Supermarket,Supermarket,-1.310942,36.8362456
2179958324,The Liqour,Bar/Pub,-1.310572,36.8363878
2188815325,Rongai Business Hub,Convenience/Duka,-1.3956817,36.7545859
2212753559,friends corner pub,Bar/Pub,-1.2564406,36.8655738
2257649098,Home pub,Bar/Pub,-1.252098,36.8698441
2257649102,Ichakarai pub,Bar/Pub,-1.2518956,36.8695986
2257649106,North point bar,Bar/Pub,-1.2516741,36.8699716
2257649109,Unnamed Store,Bar/Pub,-1.2510665,36.8709068
2257856848,Chomazone bar,Bar/Pub,-1.2604105,36.8604806
2261405836,Club sokoro,Bar/Pub,-1.2530535,36.8693327
2261405845,Nalepo senator pub;nalepo senator pub,Bar/Pub,-1.2528292,36.8708271
2261405869,adopt a light,Bar/Pub,-1.249274,36.8761903
2261405891,adopt a light,Bar/Pub,-1.2522532,36.8712352
2261405903,atdopt a light,Bar/Pub,-1.2529576,36.8732957
2261405917,the storm pub,Bar/Pub,-1.2507712,36.8754461
2278059343,Club sokoro,Bar/Pub,-1.2530775,36.8693602
2278059344,Dragon wines and spirits,Bar/Pub,-1.2526513,36.8682901
2278059345,Gitigi pub,Bar/Pub,-1.2532464,36.8684587
2278059347,adopt a light,Bar/Pub,-1.2533457,36.8693871
2278059349,adopt a light,Bar/Pub,-1.2540341,36.8655721
2278059351,citizen pub,Bar/Pub,-1.2531957,36.8684769
2278059360,struggle bar,Bar/Pub,-1.2538255,36.8668226
2278107181,Choma zone bar,Bar/Pub,-1.2604155,36.860455
2279233207,Cool share bar,Bar/Pub,-1.2586222,36.8613074
2279233211,Nzeluni Bar,Bar/Pub,-1.2586339,36.8614028
2279270339,adapt a light,Bar/Pub,-1.2584464,36.8624059
2279270343,adapt a light,Bar/Pub,-1.260691,36.8595817
2280632186,Base root pub,Bar/Pub,-1.2531808,36.8687007
2280632191,Biko SJ pub,Bar/Pub,-1.2527608,36.8721488
2280632201,Citizen pub,Bar/Pub,-1.253214,36.8685109
2280632206,Club sokoro,Bar/Pub,-1.2530596,36.8693068
2280632219,Kidi obae ondinge bar,Bar/Pub,-1.2528211,36.8718407
2280632220,Kisasa pub,Bar/Pub,-1.2524387,36.8693679
2280632221,Las vegas pub,Bar/Pub,-1.2520694,36.871245
2280632222,Muhihinyano pub,Bar/Pub,-1.2531719,36.8686043
2280632235,Osiepe pub,Bar/Pub,-1.2532512,36.8709129
2280632239,Realarc pub,Bar/Pub,-1.2535858,36.8704422
2280632243,Bonest bar,Bar/Pub,-1.2510817,36.870902
2280632249,adopt a light,Bar/Pub,-1.2522644,36.8712543
2280632255,adopt a light,Bar/Pub,-1.2524939,36.8692621
2280632286,adopt a light,Bar/Pub,-1.2533457,36.8693883
2280632292,dragon wines and spirits,Bar/Pub,-1.2526533,36.8682903
2280687602,Bluetooth home pub,Bar/Pub,-1.2550795,36.8676753
2280687607,Caanan bar,Bar/Pub,-1.2549903,36.8665056
2280687611,Jay cee wines and spirits,Bar/Pub,-1.2547777,36.8669207
2280687615,Ndolos pub,Bar/Pub,-1.2560466,36.8670407
2280687624,Terminus pub,Bar/Pub,-1.2527277,36.8669372
2280687638,adopt a light,Bar/Pub,-1.2534231,36.8675896
2280687647,adopt a light,Bar/Pub,-1.2540232,36.8655829
2280687657,adopt a light,Bar/Pub,-1.2546714,36.8675964
2280687661,adopt a light,Bar/Pub,-1.2549354,36.8667903
2280687668,adopt a light,Bar/Pub,-1.25605,36.8649483
2280687670,friends corner pub,Bar/Pub,-1.2557105,36.8659739
2280687674,members pub,Bar/Pub,-1.2522571,36.8686614
2280687678,metro pub,Bar/Pub,-1.2522125,36.868502
2280687681,pouwa beiz pub,Bar/Pub,-1.2561186,36.866708
2285465034,Adopt a light,Bar/Pub,-1.2562225,36.8644345
2285465039,Choma zone bar,Bar/Pub,-1.2603961,36.8604786
2285465044,Kagaa bar,Bar/Pub,-1.258339,36.8617037
2285465046,Phearic bar,Bar/Pub,-1.2629546,36.8576379
2286546994,adapt alight,Bar/Pub,-1.252026,36.8687363
2286564299,Annitas Pub,Bar/Pub,-1.2506539,36.8756963
2286564304,Ngura Pub,Bar/Pub,-1.2546429,36.8667774
2286564314,Valley one Pub,Bar/Pub,-1.2509023,36.8744568
2286564328,adapt alight,Bar/Pub,-1.2493166,36.8761932
2286564335,adapt alight,Bar/Pub,-1.249357,36.8751444
2286564358,adapt alight,Bar/Pub,-1.2518526,36.8743181
2286564363,adapt alight,Bar/Pub,-1.253445,36.8676053
2286584224,Adopt a light,Bar/Pub,-1.2625359,36.8652715
2286584226,Starehe bar,Bar/Pub,-1.260729,36.864987
2288825574,Kiriko tarvern,Bar/Pub,-1.2523751,36.8757653
2288874423,Adopt alight,Bar/Pub,-1.2626234,36.8495038
2288874425,Hot spot zone,Bar/Pub,-1.2604267,36.8644466
2288874426,Rockery ghetto bar,Bar/Pub,-1.2644109,36.848718
2295732242,Adopt alight,Bar/Pub,-1.2644682,36.8582538
2295732245,Hot spot zone,Bar/Pub,-1.2552035,36.8636246
2296882736,New level 4 pub,Bar/Pub,-1.2522945,36.8691513
2296882744,adopt a light,Bar/Pub,-1.2522132,36.8670147
2296882746,adopt a light,Bar/Pub,-1.2533459,36.8693892
2302246426,Egesa pub,Bar/Pub,-1.253049,36.8725012
2302246427,Hi-tec bar,Bar/Pub,-1.2525459,36.8725174
2302246479,Migingo base poa,Bar/Pub,-1.2529568,36.8720724
2303439723,solo's pub,Bar/Pub,-1.2596598,36.8689255
2303557820,Adopt alight,Bar/Pub,-1.2644209,36.8486975
2303557821,Adopt alight,Bar/Pub,-1.2644377,36.8487207
2304805709,Hot spot,Bar/Pub,-1.2576118,36.8785675
2304867900,Adopt alight,Bar/Pub,-1.2613286,36.8507863
2304868045,Adopt alight,Bar/Pub,-1.2653105,36.848779
2304868129,Security light,Bar/Pub,-1.2655996,36.8492042
2316804206,Bachelors bar,Bar/Pub,-1.2535848,36.8620519
2316804211,Burudika Pub,Bar/Pub,-1.2535731,36.8618599
2316804212,Home pub,Bar/Pub,-1.2546638,36.8631488
2316804213,New califonia pub,Bar/Pub,-1.2535494,36.8618262
2316804214,Seasons wines and spirit,Bar/Pub,-1.2535899,36.8617432
2316804215,Tha trace pub,Bar/Pub,-1.2544396,36.8618069
2316804216,Trolleys pub,Bar/Pub,-1.2535909,36.8616485
2316804217,Tuthos pub,Bar/Pub,-1.2535469,36.8618842
2316813534,Adopt alight,Bar/Pub,-1.2533713,36.8628991
